year,state,rate,deaths,state_name,law_strength_score,restrictive_laws,permissive_laws,total_law_changes,unique_law_classes,strength_background_checks,strength_carrying_a_concealed_weapon_ccw,strength_castle_doctrine,strength_dealer_license,strength_firearm_sales_restrictions,strength_local_laws_preempted_by_state,strength_minimum_age,strength_prohibited_possessor,strength_registration,strength_waiting_period,strength_firearm_removal_at_scene_of_domestic_violence,strength_firearms_in_college_university,strength_child_access_laws,strength_gun_trafficking,strength_open_carry,strength_required_reporting_of_lost_or_stolen_firearms,strength_safety_training_required,strength_untraceable_firearms,strength_permit_to_purchase,strength_firearms_in_k_12_educational_settings,class_count_background_checks,class_count_carrying_a_concealed_weapon_ccw,class_count_castle_doctrine,class_count_dealer_license,class_count_firearm_sales_restrictions,class_count_local_laws_preempted_by_state,class_count_minimum_age,class_count_prohibited_possessor,class_count_registration,class_count_waiting_period,class_count_firearm_removal_at_scene_of_domestic_violence,class_count_firearms_in_college_university,class_count_child_access_laws,class_count_gun_trafficking,class_count_open_carry,class_count_required_reporting_of_lost_or_stolen_firearms,class_count_safety_training_required,class_count_untraceable_firearms,class_count_permit_to_purchase,class_count_firearms_in_k_12_educational_settings,class_restrictive_background_checks,class_restrictive_carrying_a_concealed_weapon_ccw,class_restrictive_castle_doctrine,class_restrictive_dealer_license,class_restrictive_firearm_sales_restrictions,class_restrictive_local_laws_preempted_by_state,class_restrictive_minimum_age,class_restrictive_prohibited_possessor,class_restrictive_registration,class_restrictive_waiting_period,class_restrictive_firearm_removal_at_scene_of_domestic_violence,class_restrictive_firearms_in_college_university,class_restrictive_child_access_laws,class_restrictive_gun_trafficking,class_restrictive_open_carry,class_restrictive_required_reporting_of_lost_or_stolen_firearms,class_restrictive_safety_training_required,class_restrictive_untraceable_firearms,class_restrictive_permit_to_purchase,class_restrictive_firearms_in_k_12_educational_settings,class_permissive_background_checks,class_permissive_carrying_a_concealed_weapon_ccw,class_permissive_castle_doctrine,class_permissive_dealer_license,class_permissive_firearm_sales_restrictions,class_permissive_local_laws_preempted_by_state,class_permissive_minimum_age,class_permissive_prohibited_possessor,class_permissive_registration,class_permissive_waiting_period,class_permissive_firearm_removal_at_scene_of_domestic_violence,class_permissive_firearms_in_college_university,class_permissive_child_access_laws,class_permissive_gun_trafficking,class_permissive_open_carry,class_permissive_required_reporting_of_lost_or_stolen_firearms,class_permissive_safety_training_required,class_permissive_untraceable_firearms,class_permissive_permit_to_purchase,class_permissive_firearms_in_k_12_educational_settings,high_risk,rate_change,law_strength_change,restrictive_ratio,permissive_ratio
2022,KS,16.8,492,Kansas,8,15,7,22,9,2,-1,-2,0,3,-2,5,2,0,2,0,-1,0,0,0,0,0,0,0,0,2,3,2,0,3,2,5,2,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5,0,0.68,0.32
2023,KS,16.3,475,Kansas,8,15,7,22,9,2,-1,-2,0,3,-2,5,2,0,2,0,-1,0,0,0,0,0,0,0,0,2,3,2,0,3,2,5,2,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5,0,0.68,0.32
2014,KY,13.9,634,Kentucky,9,16,7,23,9,2,0,-3,0,3,-2,5,0,0,2,0,0,1,1,0,0,0,0,0,0,2,2,3,0,3,2,7,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,3,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.7,0.3
2015,KY,15.2,694,Kentucky,9,16,7,23,9,2,0,-3,0,3,-2,5,0,0,2,0,0,1,1,0,0,0,0,0,0,2,2,3,0,3,2,7,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,3,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.299999999999999,0,0.7,0.3
2016,KY,17.5,772,Kentucky,9,16,7,23,9,2,0,-3,0,3,-2,5,0,0,2,0,0,1,1,0,0,0,0,0,0,2,2,3,0,3,2,7,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,3,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3000000000000007,0,0.7,0.3
2017,KY,16.2,730,Kentucky,9,16,7,23,9,2,0,-3,0,3,-2,5,0,0,2,0,0,1,1,0,0,0,0,0,0,2,2,3,0,3,2,7,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,3,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3000000000000007,0,0.7,0.3
2018,KY,16.9,762,Kentucky,9,16,7,23,9,2,0,-3,0,3,-2,5,0,0,2,0,0,1,1,0,0,0,0,0,0,2,2,3,0,3,2,7,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,3,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6999999999999993,0,0.7,0.3
2019,KY,14.9,682,Kentucky,8,16,8,24,9,2,-1,-3,0,3,-2,5,0,0,2,0,0,1,1,0,0,0,0,0,0,2,3,3,0,3,2,7,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,3,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9999999999999982,-1,0.67,0.33
2020,KY,20.1,902,Kentucky,8,16,8,24,9,2,-1,-3,0,3,-2,5,0,0,2,0,0,1,1,0,0,0,0,0,0,2,3,3,0,3,2,7,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,3,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.200000000000001,0,0.67,0.33
2021,KY,21.1,947,Kentucky,8,16,8,24,9,2,-1,-3,0,3,-2,5,0,0,2,0,0,1,1,0,0,0,0,0,0,2,3,3,0,3,2,7,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,3,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.67,0.33
2022,KY,18.8,840,Kentucky,8,16,8,24,9,2,-1,-3,0,3,-2,5,0,0,2,0,0,1,1,0,0,0,0,0,0,2,3,3,0,3,2,7,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,3,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3000000000000007,0,0.67,0.33
2023,KY,18.4,841,Kentucky,8,16,8,24,9,2,-1,-3,0,3,-2,5,0,0,2,0,0,1,1,0,0,0,0,0,0,2,3,3,0,3,2,7,0,0,2,0,0,1,1,0,0,0,0,0,0,2,1,0,0,3,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.40000000000000213,0,0.67,0.33
2014,LA,19,896,Louisiana,9,18,9,27,9,2,-1,-4,0,3,-1,4,1,0,2,0,3,0,0,0,0,0,0,0,0,2,3,4,0,3,1,8,1,0,2,0,3,0,0,0,0,0,0,0,0,2,1,0,0,3,0,6,1,0,1,0,3,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0.67,0.33
2015,LA,20.4,952,Louisiana,9,18,9,27,9,2,-1,-4,0,3,-1,4,1,0,2,0,3,0,0,0,0,0,0,0,0,2,3,4,0,3,1,8,1,0,2,0,3,0,0,0,0,0,0,0,0,2,1,0,0,3,0,6,1,0,1,0,3,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3999999999999986,0,0.67,0.33
2016,LA,21.3,987,Louisiana,9,18,9,27,9,2,-1,-4,0,3,-1,4,1,0,2,0,3,0,0,0,0,0,0,0,0,2,3,4,0,3,1,8,1,0,2,0,3,0,0,0,0,0,0,0,0,2,1,0,0,3,0,6,1,0,1,0,3,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9000000000000021,0,0.67,0.33
2017,LA,21.7,1008,Louisiana,10,19,9,28,9,2,-1,-4,0,3,-1,4,2,0,2,0,3,0,0,0,0,0,0,0,0,2,3,4,0,3,1,8,2,0,2,0,3,0,0,0,0,0,0,0,0,2,1,0,0,3,0,6,2,0,1,0,3,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3999999999999986,1,0.68,0.32
2018,LA,21.4,991,Louisiana,11,21,10,31,10,2,-1,-4,0,3,-1,4,3,0,2,1,2,0,0,0,0,0,0,0,0,2,3,4,0,3,1,8,3,0,2,1,4,0,0,0,0,0,0,0,0,2,1,0,0,3,0,6,3,0,1,1,3,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3000000000000007,1,0.68,0.32
2019,LA,22.1,1013,Louisiana,11,21,10,31,10,2,-1,-4,0,3,-1,4,3,0,2,1,2,0,0,0,0,0,0,0,0,2,3,4,0,3,1,8,3,0,2,1,4,0,0,0,0,0,0,0,0,2,1,0,0,3,0,6,3,0,1,1,3,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7000000000000028,0,0.68,0.32
2020,LA,26.3,1183,Louisiana,11,21,10,31,10,2,-1,-4,0,3,-1,4,3,0,2,1,2,0,0,0,0,0,0,0,0,2,3,4,0,3,1,8,3,0,2,1,4,0,0,0,0,0,0,0,0,2,1,0,0,3,0,6,3,0,1,1,3,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.199999999999999,0,0.68,0.32
2021,LA,29.1,1314,Louisiana,11,21,10,31,10,2,-1,-4,0,3,-1,4,3,0,2,1,2,0,0,0,0,0,0,0,0,2,3,4,0,3,1,8,3,0,2,1,4,0,0,0,0,0,0,0,0,2,1,0,0,3,0,6,3,0,1,1,3,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.8000000000000007,0,0.68,0.32
2022,LA,28.2,1266,Louisiana,11,21,10,31,10,2,-1,-4,0,3,-1,4,3,0,2,1,2,0,0,0,0,0,0,0,0,2,3,4,0,3,1,8,3,0,2,1,4,0,0,0,0,0,0,0,0,2,1,0,0,3,0,6,3,0,1,1,3,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.9000000000000021,0,0.68,0.32
2023,LA,28.3,1261,Louisiana,11,21,10,31,10,2,-1,-4,0,3,-1,4,3,0,2,1,2,0,0,0,0,0,0,0,0,2,3,4,0,3,1,8,3,0,2,1,4,0,0,0,0,0,0,0,0,2,1,0,0,3,0,6,3,0,1,1,3,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.10000000000000142,0,0.68,0.32
2014,MA,3.2,226,Massachusetts,44,49,5,54,15,8,-1,-2,2,7,0,11,4,2,0,1,3,1,0,0,2,2,0,4,0,8,1,2,2,7,0,11,4,2,4,1,3,1,0,0,2,2,0,4,0,8,0,0,2,7,0,11,4,2,2,1,3,1,0,0,2,2,0,4,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.91,0.09
2015,MA,3,213,Massachusetts,46,52,6,58,16,8,-1,-2,2,7,0,11,6,2,0,1,3,1,0,-1,3,2,0,4,0,8,1,2,2,7,0,11,6,2,4,1,3,1,0,1,3,2,0,4,0,8,0,0,2,7,0,11,6,2,2,1,3,1,0,0,3,2,0,4,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,-0.20000000000000018,2,0.9,0.1
2016,MA,3.4,242,Massachusetts,46,52,6,58,16,8,-1,-2,2,7,0,11,6,2,0,1,3,1,0,-1,3,2,0,4,0,8,1,2,2,7,0,11,6,2,4,1,3,1,0,1,3,2,0,4,0,8,0,0,2,7,0,11,6,2,2,1,3,1,0,0,3,2,0,4,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.3999999999999999,0,0.9,0.1
2017,MA,3.7,262,Massachusetts,46,52,6,58,16,8,-1,-2,2,7,0,11,6,2,0,1,3,1,0,-1,3,2,0,4,0,8,1,2,2,7,0,11,6,2,4,1,3,1,0,1,3,2,0,4,0,8,0,0,2,7,0,11,6,2,2,1,3,1,0,0,3,2,0,4,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.30000000000000027,0,0.9,0.1
2018,MA,3.5,258,Massachusetts,48,54,6,60,16,8,-1,-2,2,7,0,11,8,2,0,1,3,1,0,-1,3,2,0,4,0,8,1,2,2,7,0,11,8,2,4,1,3,1,0,1,3,2,0,4,0,8,0,0,2,7,0,11,8,2,2,1,3,1,0,0,3,2,0,4,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,-0.20000000000000018,2,0.9,0.1
2019,MA,3.4,247,Massachusetts,48,54,6,60,16,8,-1,-2,2,7,0,11,8,2,0,1,3,1,0,-1,3,2,0,4,0,8,1,2,2,7,0,11,8,2,4,1,3,1,0,1,3,2,0,4,0,8,0,0,2,7,0,11,8,2,2,1,3,1,0,0,3,2,0,4,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,-0.10000000000000009,0,0.9,0.1
2020,MA,3.7,268,Massachusetts,48,54,6,60,16,8,-1,-2,2,7,0,11,8,2,0,1,3,1,0,-1,3,2,0,4,0,8,1,2,2,7,0,11,8,2,4,1,3,1,0,1,3,2,0,4,0,8,0,0,2,7,0,11,8,2,2,1,3,1,0,0,3,2,0,4,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.30000000000000027,0,0.9,0.1
2021,MA,3.4,247,Massachusetts,49,55,6,61,17,8,-1,-2,2,7,0,11,8,2,0,1,3,1,1,-1,3,2,0,4,0,8,1,2,2,7,0,11,8,2,4,1,3,1,1,1,3,2,0,4,0,8,0,0,2,7,0,11,8,2,2,1,3,1,1,0,3,2,0,4,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,-0.30000000000000027,1,0.9,0.1
2022,MA,3.7,263,Massachusetts,49,56,7,63,17,9,-2,-2,2,7,0,11,8,2,0,1,3,1,1,-1,3,2,0,4,0,9,2,2,2,7,0,11,8,2,4,1,3,1,1,1,3,2,0,4,0,9,0,0,2,7,0,11,8,2,2,1,3,1,1,0,3,2,0,4,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.30000000000000027,0,0.89,0.11
2023,MA,3.7,270,Massachusetts,49,56,7,63,17,9,-2,-2,2,7,0,11,8,2,0,1,3,1,1,-1,3,2,0,4,0,9,2,2,2,7,0,11,8,2,4,1,3,1,1,1,3,2,0,4,0,9,0,0,2,7,0,11,8,2,2,1,3,1,1,0,3,2,0,4,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.89,0.11
2014,MD,9,546,Maryland,36,40,4,44,17,5,-1,-1,2,8,-1,7,6,2,2,1,0,1,3,-1,1,1,0,1,0,5,1,1,2,8,1,7,6,2,2,1,0,1,3,1,1,1,0,1,0,5,0,0,2,8,0,6,6,2,2,1,0,1,3,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0.91,0.09
2015,MD,11.9,708,Maryland,36,40,4,44,17,5,-1,-1,2,8,-1,7,6,2,2,1,0,1,3,-1,1,1,0,1,0,5,1,1,2,8,1,7,6,2,2,1,0,1,3,1,1,1,0,1,0,5,0,0,2,8,0,6,6,2,2,1,0,1,3,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.9000000000000004,0,0.91,0.09
2016,MD,11.9,707,Maryland,36,40,4,44,17,5,-1,-1,2,8,-1,7,6,2,2,1,0,1,3,-1,1,1,0,1,0,5,1,1,2,8,1,7,6,2,2,1,0,1,3,1,1,1,0,1,0,5,0,0,2,8,0,6,6,2,2,1,0,1,3,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.91,0.09
2017,MD,12.3,742,Maryland,37,41,4,45,17,5,-1,-1,2,8,-1,7,6,2,2,1,0,1,4,-1,1,1,0,1,0,5,1,1,2,8,1,7,6,2,2,1,0,1,4,1,1,1,0,1,0,5,0,0,2,8,0,6,6,2,2,1,0,1,4,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.40000000000000036,1,0.91,0.09
2018,MD,11.7,707,Maryland,39,43,4,47,17,5,-1,-1,2,8,-1,7,8,2,2,1,0,1,4,-1,1,1,0,1,0,5,1,1,2,8,1,7,8,2,2,1,0,1,4,1,1,1,0,1,0,5,0,0,2,8,0,6,8,2,2,1,0,1,4,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.6000000000000014,2,0.91,0.09
2019,MD,12.6,757,Maryland,40,44,4,48,17,5,-1,-1,2,8,-1,7,8,2,2,1,0,1,5,-1,1,1,0,1,0,5,1,1,2,8,1,7,8,2,2,1,0,1,5,1,1,1,0,1,0,5,0,0,2,8,0,6,8,2,2,1,0,1,5,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9000000000000004,1,0.92,0.08
2020,MD,13.5,803,Maryland,40,44,4,48,17,5,-1,-1,2,8,-1,7,8,2,2,1,0,1,5,-1,1,1,0,1,0,5,1,1,2,8,1,7,8,2,2,1,0,1,5,1,1,1,0,1,0,5,0,0,2,8,0,6,8,2,2,1,0,1,5,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9000000000000004,0,0.92,0.08
2021,MD,15.2,915,Maryland,40,44,4,48,17,5,-1,-1,2,8,-1,7,8,2,2,1,0,1,5,-1,1,1,0,1,0,5,1,1,2,8,1,7,8,2,2,1,0,1,5,1,1,1,0,1,0,5,0,0,2,8,0,6,8,2,2,1,0,1,5,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6999999999999993,0,0.92,0.08
2022,MD,13.6,813,Maryland,39,44,5,49,17,5,-2,-1,2,8,-1,7,8,2,2,1,0,1,5,-1,1,1,0,1,0,5,2,1,2,8,1,7,8,2,2,1,0,1,5,1,1,1,0,1,0,5,0,0,2,8,0,6,8,2,2,1,0,1,5,0,1,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.5999999999999996,-1,0.9,0.1
2023,MD,12.3,737,Maryland,40,45,5,50,18,5,-2,-1,2,8,-1,7,8,2,2,1,0,1,5,-1,1,1,1,1,0,5,2,1,2,8,1,7,8,2,2,1,0,1,5,1,1,1,1,1,0,5,0,0,2,8,0,6,8,2,2,1,0,1,5,0,1,1,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.299999999999999,1,0.9,0.1
2014,ME,9.4,133,Maine,13,19,6,25,8,2,-2,-2,0,3,-2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,3,2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.76,0.24
2015,ME,9.8,144,Maine,12,19,7,26,8,2,-3,-2,0,3,-2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,3,2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40000000000000036,-1,0.73,0.27
2016,ME,8.3,123,Maine,12,19,7,26,8,2,-3,-2,0,3,-2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,3,2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0.73,0.27
2017,ME,11.7,172,Maine,12,19,7,26,8,2,-3,-2,0,3,-2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,3,2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3999999999999986,0,0.73,0.27
2018,ME,10.3,159,Maine,12,19,7,26,8,2,-3,-2,0,3,-2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,3,2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3999999999999986,0,0.73,0.27
2019,ME,11.5,163,Maine,12,19,7,26,8,2,-3,-2,0,3,-2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,3,2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1999999999999993,0,0.73,0.27
2020,ME,10.4,153,Maine,12,19,7,26,8,2,-3,-2,0,3,-2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,3,2,6,6,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0999999999999996,0,0.73,0.27
2021,ME,12.6,178,Maine,13,20,7,27,9,2,-3,-2,0,3,-2,6,6,0,2,0,0,1,0,0,0,0,0,0,0,2,3,2,0,3,2,6,6,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,6,6,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1999999999999993,1,0.74,0.26
2022,ME,11.7,179,Maine,13,20,7,27,9,2,-3,-2,0,3,-2,6,6,0,2,0,0,1,0,0,0,0,0,0,0,2,3,2,0,3,2,6,6,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,6,6,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9000000000000004,0,0.74,0.26
2023,ME,14,200,Maine,15,22,7,29,9,2,-3,-2,0,3,-2,6,8,0,2,0,0,1,0,0,0,0,0,0,0,2,3,2,0,3,2,6,8,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,6,8,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3000000000000007,2,0.76,0.24
2014,MI,11.1,1095,Michigan,23,31,8,39,13,5,-2,-2,0,3,-1,6,6,2,1,0,1,0,0,-1,2,0,0,3,0,5,2,2,0,3,1,10,6,2,1,0,1,0,0,1,2,0,0,3,0,5,0,0,0,3,0,8,6,2,1,0,1,0,0,0,2,0,0,3,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0.79,0.21
2015,MI,11.7,1164,Michigan,23,31,8,39,13,5,-2,-2,0,3,-1,6,6,2,1,0,1,0,0,-1,2,0,0,3,0,5,2,2,0,3,1,10,6,2,1,0,1,0,0,1,2,0,0,3,0,5,0,0,0,3,0,8,6,2,1,0,1,0,0,0,2,0,0,3,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5999999999999996,0,0.79,0.21
2016,MI,12.3,1230,Michigan,23,31,8,39,13,5,-2,-2,0,3,-1,6,6,2,1,0,1,0,0,-1,2,0,0,3,0,5,2,2,0,3,1,10,6,2,1,0,1,0,0,1,2,0,0,3,0,5,0,0,0,3,0,8,6,2,1,0,1,0,0,0,2,0,0,3,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6000000000000014,0,0.79,0.21
2017,MI,11.3,1138,Michigan,23,31,8,39,13,5,-2,-2,0,3,-1,6,6,2,1,0,1,0,0,-1,2,0,0,3,0,5,2,2,0,3,1,10,6,2,1,0,1,0,0,1,2,0,0,3,0,5,0,0,0,3,0,8,6,2,1,0,1,0,0,0,2,0,0,3,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0.79,0.21
2018,MI,12.9,1310,Michigan,23,31,8,39,13,5,-2,-2,0,3,-1,6,6,2,1,0,1,0,0,-1,2,0,0,3,0,5,2,2,0,3,1,10,6,2,1,0,1,0,0,1,2,0,0,3,0,5,0,0,0,3,0,8,6,2,1,0,1,0,0,0,2,0,0,3,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5999999999999996,0,0.79,0.21
2019,MI,12.1,1220,Michigan,23,31,8,39,13,5,-2,-2,0,3,-1,6,6,2,1,0,1,0,0,-1,2,0,0,3,0,5,2,2,0,3,1,10,6,2,1,0,1,0,0,1,2,0,0,3,0,5,0,0,0,3,0,8,6,2,1,0,1,0,0,0,2,0,0,3,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8000000000000007,0,0.79,0.21
2020,MI,14.6,1454,Michigan,23,31,8,39,13,5,-2,-2,0,3,-1,6,6,2,1,0,1,0,0,-1,2,0,0,3,0,5,2,2,0,3,1,10,6,2,1,0,1,0,0,1,2,0,0,3,0,5,0,0,0,3,0,8,6,2,1,0,1,0,0,0,2,0,0,3,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5,0,0.79,0.21
2021,MI,15.4,1544,Michigan,23,31,8,39,13,5,-2,-2,0,3,-1,6,6,2,1,0,1,0,0,-1,2,0,0,3,0,5,2,2,0,3,1,10,6,2,1,0,1,0,0,1,2,0,0,3,0,5,0,0,0,3,0,8,6,2,1,0,1,0,0,0,2,0,0,3,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8000000000000007,0,0.79,0.21
